010010,3,011000
010010,4,010100
010010,5,010000
010010,6,010000
010010,7,010000
010011,1,110000
010011,2,010000
010011,3,011000
010011,4,010100
010011,5,010000
010011,6,010000
010011,7,010000
101000,1,101000
101000,2,111000
101000,3,101000
101000,4,101100
101000,5,101200
101000,6,101000
101000,7,101000
101000,4,101100
101000,4,101000
101000,5,101100
101000,5,101100
101001,1,101000
101001,2,111000
101001,3,101000
101001,4,101100
101001,5,101200
101001,6,101000
101001,7,101000
101001,4,101100
101001,4,101000
101100,1,101100
101100,2,111100
101100,3,101100
101100,4,101100
101100,5,101110
101100,6,101100
101100,7,101101
101100,7,101100
101100,7,101101
101101,1,101100
101101,2,111100
101101,3,101100
101101,4,101100
101101,5,101110
101101,6,101100
101101,7,101101
101110,1,101110
101110,2,111110
101110,3,101110
101110,4,101110
101110,5,101110
101110,6,101110
101110,7,101111
101110,7,101111
101110,7,101110
110000,1,110000
110000,2,110000
110000,3,111000
110000,4,110100
110000,5,110000
110000,6,110000
110000,7,110000
110001,1,110000
110001,2,110000
110001,3,111000
110001,4,110100
110001,5,110000
110001,6,110000
110001,7,110000
110010,1,110000
110010,2,110000
110010,3,111000
110010,4,110100
110010,5,110000
110010,6,110000
110010,7,110000
110011,1,110000
110011,2,110000
110011,3,111000
110011,4,110100
110011,5,110000
110011,6,110000
110011,7,110000
110100,1,110100
110100,2,110100
110100,3,111100
110100,4,110100
110100,5,110100
110100,6,110100
110100,7,110101
110101,1,110100
110101,2,110100
110101,3,111100
110101,4,110100
110101,5,110100
110101,6,110100
110101,7,110100
110110,1,110100
110110,2,110100
110110,3,111100
110110,4,110100
110110,5,110100
110110,6,110100
110110,7,110100
110111,1,110100
110111,2,110100
110111,3,111100
110111,4,110100
110111,5,110100
110111,6,110100
110111,7,110100
111000,1,111000
111000,2,111000
111000,3,111000
111000,4,111100
111000,5,111010
111000,6,111010
111000,7,111000
111000,7,111200
111000,7,111200
111000,6,111020
111000,6,111020
111001,1,111000
111001,2,111000
111001,3,111000
111001,4,111100
111001,5,111010
111001,6,111010
111001,7,111000
111001,7,111200
111001,7,111200
111001,6,111020
111001,6,111020
111010,1,111010
111010,2,111010
111010,3,111010
111010,4,111110
111010,5,111010
111010,6,111010
111010,7,111011
111010,7,111011
111010,7,111011
111010,7,111011
111010,7,111010
111100,1,111100
111100,2,111100
111100,3,111100
111100,4,111100
111100,5,111110
111100,6,111110
111100,7,111100
111100,5,111110
111100,6,111110
111100,5,111110
111100,6,111110
111100,5,111120
111100,6,111120
111100,5,111110
111100,6,111110
111100,5,111110
111100,6,111110
111101,1,111101
111101,2,111101
111101,3,111101
111101,4,111101
111101,5,111110
111101,6,111110
111101,7,111100
111101,5,111110
111101,6,111110
111101,5,111110
111101,6,111110
111101,5,111120
111101,6,111120
111101,5,111110
111101,6,111110
111101,5,111110
111101,6,111110
111110,1,111110
111110,2,111110
111110,3,111110
111110,4,111110
111110,5,111110
111110,6,111110
111110,7,111111
111110,7,111111
111110,7,111111
111110,7,111111
111110,7,111111
111110,7,111111
111110,7,111111
111110,7,111100
001110,1,101110
001110,2,011110
001110,3,001110
001110,4,001110
001110,5,001110
001110,6,001110
001110,7,001111
001110,7,001111
001110,7,001110
001111,1,101110
001111,2,011110
001111,3,001110
001111,4,001110
001111,5,001110
001111,6,001110
001111,7,001111
001111,7,001111
001111,7,001110
010100,1,110100
010100,2,010100
010100,3,011100
010100,4,010100
010100,5,010100
010100,6,010100
010100,7,010101
010100,7,010101
010100,7,010101
010100,7,010100
010101,1,110100
010101,2,010100
010101,3,011100
010101,4,010100
010101,5,010100
010101,6,010100
010101,7,010101
010101,7,010101
010101,7,010101
010101,7,010100
010110,1,110110
010110,2,010110
010110,3,011110
010110,4,010110
010110,5,010110
010110,6,010110
010110,7,010110
010111,1,110110
010111,2,010110
010111,3,011110
010111,4,010110
010111,5,010110
010111,6,010110
010111,7,010110
101010,1,101010
101010,2,111010
101010,3,101010
101010,4,101110
101010,5,101010
101010,6,101010
101010,7,101011
101010,4,101210
101010,4,101210
101010,7,101011
101010,7,101011
101010,7,101010
100100,1,100100
100100,2,110100
100100,3,101100
100100,4,100100
100100,5,100100
100100,6,100100
100100,2,110100
100100,7,100100
100110,1,100100
100110,2,110100
100110,3,101100
100110,4,100100
100110,5,100100
100110,6,100100
100110,2,110100
100110,7,100100
100111,1,100100
100111,2,110100
100111,3,101100
100111,4,100100
100111,5,100100
100111,6,100100
100111,7,100100
011000,1,111000
011000,2,011000
011000,3,011000
011000,4,011100
011000,4,011100
011000,4,011200
011000,4,011200
011000,5,011000
011000,6,011010
011010,6,011010
011000,6,011010
011000,6,011000
011000,7,011000
011100,1,111100
011100,2,011100
011100,3,011100
011100,4,011100
011100,5,011100
011100,6,011110
011100,6,011110
011100,6,011110
011100,6,011100
011100,7,011100
111020,1,111000
111020,2,111000
111020,3,111000
111020,4,111100
111020,4,111200
111020,4,111200
111020,5,111010
111020,5,111020
111020,5,111010
111020,6,111010
111020,6,111020
111020,6,111010
111020,7,111000
111120,1,111100
111120,2,111100
111120,3,111100
111120,4,111100
111120,5,111100
111120,6,111100
111120,7,111100
011110,1,111110
011110,2,011110
011110,3,011110
011110,4,011110
011110,5,011110
011110,6,011110
011110,7,011111
011111,7,011111
011110,7,011110
011200,1,111200
011200,2,011200
011200,3,011200
011200,4,011200
011200,5,011200
111012,1,111000
111012,2,111000
111012,3,111000
111012,4,000000
111012,5,111000
111012,6,111000
