000,1,100
100,2,100
100,3,100
100,4,100
100,5,100
100,6,110
110,7,111
000,4,000
000,6,000
000,3,000
000,7,001
000,3,000
000,4,000
000,1,110
100,5,110
110,7,111
000,3,000
000,4,000
000,1,100
100,5,110
110,7,110
100,2,100
100,6,100
110,7,111
000,6,000
000,3,000
000,1,100
100,5,110
110,7,111
000,3,000
000,1,100
100,5,100
100,4,100
100,7,100
000,1,100
000,2,000
000,3,000
000,4,000
000,5,000
000,6,000
000,7,000
001,1,100
001,2,000
001,3,000
001,4,000
001,5,000
001,6,000
001,7,000
011,1,100
011,2,000
011,3,000
011,4,000
011,5,000
011,6,000
011,7,000
010,1,100
010,2,000
010,3,000
010,4,000
010,5,000
010,6,000
010,7,000
000,1,100
000,2,000
000,3,000
000,4,000
000,5,000
000,6,000
000,7,001
000,7,001
000,7,000
101,1,101
101,2,000
101,3,000
101,4,000
101,5,000
101,6,000
101,7,000
010,1,110
010,2,010
010,3,010
010,4,010
010,5,010
010,6,010
010,7,010
011,1,111
011,2,011
011,3,011
011,4,011
011,5,011
011,6,011
011,7,011
000,1,100
000,2,000
000,3,000
000,4,000
000,5,000
000,6,000
000,7,000
000,4,000
000,4,000
001,1,100
001,2,000
001,3,000
001,4,000
001,5,000
001,6,000
001,7,000
001,4,000
001,4,000
010,1,000
010,2,000
010,3,000
010,4,000
010,5,000
010,6,000
010,7,000
010,4,000
010,4,000
011,1,100
011,2,000
011,3,000
011,4,000
011,5,000
011,6,000
011,7,000
011,4,000
011,4,000
000,1,100
000,2,000
000,3,000
000,4,000
000,5,000
000,6,000
000,7,001
000,7,000
000,7,001
001,1,100
001,2,000
001,3,000
001,4,000
001,5,000
001,6,000
001,7,001
001,7,001
001,7,000
000,1,100
000,2,000
000,3,000
000,4,000
000,5,000
000,6,000
000,7,000
001,1,100
001,2,000
001,3,000
001,4,000
001,5,000
001,6,000
001,7,000
010,1,100
010,2,000
010,3,000
010,4,000
010,5,000
010,6,000
010,7,000
011,1,100
011,2,000
011,3,000
011,4,000
011,5,000
011,6,000
011,7,000
100,1,100
100,2,100
100,3,100
100,4,100
100,5,100
100,6,100
100,7,100
100,4,100
100,4,100
100,5,100
100,5,100
101,1,100
101,2,100
101,3,100
101,4,100
101,5,100
101,6,100
101,7,100
101,4,100
101,4,100
100,1,100
100,2,100
100,3,100
100,4,100
100,5,110
100,6,100
100,7,101
100,7,100
100,7,101
101,1,100
101,2,100
101,3,100
101,4,100
101,5,100
101,6,100
101,7,101
110,1,110
110,2,110
110,3,110
110,4,110
110,5,110
110,6,110
110,7,111
110,7,111
110,7,110
100,1,100
100,2,100
100,3,100
100,4,100
100,5,100
100,6,100
100,7,100
101,1,100
101,2,100
101,3,100
101,4,100
101,5,100
101,6,100
101,7,100
110,1,110
110,2,110
110,3,110
110,4,110
110,5,110
110,6,110
110,7,110
100,1,100
100,2,100
100,3,100
100,4,100
100,5,100
100,6,100
100,7,101
101,1,100
101,2,100
101,3,100
101,4,100
101,5,100
101,6,100
101,7,100
110,1,110
110,2,110
110,3,110
110,4,110
110,5,110
110,6,110
110,7,110
100,1,100
100,2,100
100,3,100
100,4,100
100,5,110
100,6,100
100,7,100
100,7,100
100,7,100
100,6,100
100,6,100
101,1,100
101,2,100
101,3,100
101,4,100
101,5,110
101,6,100
101,7,100
101,7,100
101,7,100
101,6,100
101,6,100
110,1,110
110,2,110
110,3,110
110,4,110
110,5,110
110,6,110
110,7,111
110,7,111
110,7,111
110,7,111
110,7,110
100,1,100
100,2,100
100,3,100
100,4,100
100,5,110
100,6,100
100,7,100
100,5,110
100,6,100
100,5,110
100,6,100
100,5,110
100,6,100
100,5,110
100,6,100
100,5,110
100,6,100
101,1,101
101,2,101
101,3,101
101,4,101
101,5,110
101,6,101
101,7,100
101,5,110
101,6,100
101,5,110
101,6,100
101,5,110
101,6,100
101,5,110
101,6,100
101,5,110
101,6,100
110,1,110
110,2,110
110,3,110
110,4,110
110,5,110
110,6,110
110,7,111
110,7,111
110,7,111
110,7,111
110,7,111
110,7,111
110,7,111
110,7,100
010,1,110
010,2,010
010,3,010
010,4,010
010,5,010
010,6,010
010,7,011
010,7,011
010,7,000
000,1,100
000,2,000
000,3,000
000,4,000
000,5,000
000,6,000
000,7,001
000,7,001
000,7,001
000,7,000
001,1,100
001,2,000
001,3,000
001,4,000
001,5,000
001,6,000
001,7,001
001,7,001
001,7,001
001,7,001
010,1,110
010,2,010
010,3,010
010,4,010
010,5,010
010,6,010
010,7,010
011,1,110
011,2,010
011,3,010
011,4,010
011,5,010
011,6,010
011,7,010
110,1,110
110,2,110
110,3,110
110,4,110
110,5,110
110,6,110
110,7,111
110,4,110
110,4,110
110,7,111
110,7,111
110,7,110
100,1,100
100,2,100
100,3,100
100,4,100
100,5,100
100,6,100
100,2,100
100,7,100
100,1,100
100,2,100
100,3,100
100,4,100
100,5,100
100,6,100
100,2,100
100,7,100
000,1,100
000,2,000
000,3,000
000,4,000
000,4,000
000,4,000
000,4,000
000,5,000
000,6,000
000,6,000
000,6,000
000,6,000
000,7,000
000,1,100
000,2,000
000,3,000
000,4,000
000,5,000
000,6,000
000,6,000
000,6,000
000,6,000
000,7,000
100,1,100
100,2,100
100,3,100
100,4,100
100,4,100
100,4,100
100,5,110
100,5,100
100,5,110
100,6,100
100,6,100
100,6,100
100,7,100
100,1,100
100,2,100
100,3,100
100,4,100
100,5,100
100,6,100
100,7,100
010,1,110
010,2,010
010,3,010
010,4,010
010,5,010
010,6,010
010,7,011
010,7,011
010,7,010
000,1,100
000,2,000
000,3,000
000,4,000
000,5,000
000,6,000
000,6,000
000,6,000
000,6,000
000,7,000
010,1,110
010,2,010
010,3,010
010,4,010
010,4,010
010,4,010
010,5,010
010,6,010
010,7,011
010,7,011
010,7,011
010,7,010
000,1,100
000,2,000
000,3,000
000,4,000
000,4,000
000,4,000
000,5,000
000,6,000
000,7,000
000,1,100
000,2,000
000,3,000
000,4,000
000,5,000
000,6,000
000,7,000
010,2,010
010,3,010
010,4,010
010,5,010
010,6,010
010,7,011
010,7,011
010,7,010
010,1,110
